"主管機關","地區","熱點名稱","地址","緯度","經度"
"文化部","臺北市","國立臺灣博物館土銀館1F服務台","100臺北市中正區襄陽路25號","25.0435651","121.5141637"
"文化部","臺北市","國立臺灣博物館土銀館展示室","100臺北市中正區襄陽路25號","25.0435651","121.5141637"
"文化部","臺北市","國立臺灣博物館本館1F服務台","100臺北市中正區襄陽路2號","25.0429020","121.5150300"
"文化部","臺北市","國立臺灣博物館本館1F東展示室","100臺北市中正區襄陽路2號","25.0429020","121.5150300"
"文化部","臺北市","國立臺灣博物館本館1F西展示室","100臺北市中正區襄陽路2號","25.0429020","121.5150300"
"文化部","臺北市","國立臺灣博物館本館3F展示室","100臺北市中正區襄陽路2號","25.0429020","121.5150300"
"文化部","臺北市","國立臺灣博物館本館B1東、西展示室","100臺北市中正區襄陽路2號B1","25.0431290","121.5150510"
"財政部","臺北市","兆豐國際商銀城中分行","100臺北市中正區許昌街42號","25.0453942","121.5154618"
"財政部","臺北市","臺灣銀行公庫部","100臺北市中正區貴陽街一段120號","25.0389920","121.5084207"
"臺灣高等法院","臺北市","臺灣高等法院民事庭大廈","100臺北市中正區貴陽街一段233號","25.0393470","121.5098140"
"法務部","臺北市","最高法院檢察署","100臺北市中正區貴陽街一段235號","25.0393410","121.5095310"
"國防部","臺北市","國防部中華福利站服務台","100臺北市中正區貴陽街一段243號","25.0391470","121.5080320"
"財政部","臺北市","臺灣銀行營業部","100臺北市中正區重慶南路一段120號","25.0414699","121.5129120"
"總統府","臺北市","總統府開放參觀展區","100臺北市中正區重慶南路一段122號","25.0403100","121.5120000"
"法務部","臺北市","法務部2樓會議室","100臺北市中正區重慶南路一段130號","25.0367490","121.5121020"
"財政部","臺北市","第一商業銀行營業部分行","100臺北市中正區重慶南路一段30號","25.0458140","121.5131140"
"財政部","臺北市","第一金融控股股份有限公司","100臺北市中正區重慶南路一段30號18樓","25.0458130","121.5131140"
"財政部","臺北市","華南商業銀行營業部","100臺北市中正區重慶南路一段38號","25.0448230","121.5130940"
"交通部","臺北市","台北南海郵局","100臺北市中正區重慶南路二段43號","25.0318307","121.5146612"
"交通部","臺北市","郵政博物館","100臺北市中正區重慶南路二段45號","25.0315513","121.5147551"
"文化部","臺北市","文化部影視及流行音樂產業局","100臺北市中正區開封街一段三號","25.0460660","121.5144436"
"金融監督管理委員會","臺北市","上海商銀城中分行","100臺北市中正區館前路28號","25.0447130","121.5148723"
"財政部","臺北市","臺灣土地銀行營業部","100臺北市中正區館前路46號","25.0441134","121.5147336"
"財政部","臺北市","臺灣銀行館前分行","100臺北市中正區館前路49號","25.0448979","121.5151541"
"經濟部","臺北市","行政院台商聯合服務中心","100臺北市中正區館前路71號8樓","25.0439687","121.5151756"
"財政部","臺北市","合庫營業部營業廳","100臺北市中正區館前路77號","25.0437390","121.5151640"
"交通部","臺北市","北捷松山線北門站B1F連通道西側","100臺北市中正區黎明里北平西路3號","25.0470490","121.5173220"
"交通部","臺北市","站前地下街(Z區)Z7出口旁","100臺北市中正區黎明里北平西路3號","25.0470490","121.5173220"
"交通部","臺北市","臺北站地下1樓北迴廊臺鐵便當本舖3號店旁","100臺北市中正區黎明里北平西路3號","25.0470490","121.5173220"
"交通部","臺北市","臺北站地下1樓北迴廊西側置物櫃旁","100臺北市中正區黎明里北平西路3號","25.0470490","121.5173220"
"交通部","臺北市","臺鐵局臺北站地下1樓北迴廊自動售票機旁","100臺北市中正區黎明里北平西路3號","25.0470490","121.5173220"
"交通部","臺北市","臺鐵局臺北站地下1樓機場捷運連通道北迴廊東側","100臺北市中正區黎明里北平西路3號","25.0470490","121.5173220"
"交通部","臺北市","臺鐵局臺北站地下1樓機場捷運連通道北迴廊西側","100臺北市中正區黎明里北平西路3號","25.0470490","121.5173220"
"交通部","臺北市","臺鐵局臺北站地下1樓機場捷運連通道南迴廊東側","100臺北市中正區黎明里北平西路3號","25.0470490","121.5173220"
"交通部","臺北市","臺鐵局臺北站地下1樓機場捷運連通道南迴廊西側","100臺北市中正區黎明里北平西路3號","25.0470490","121.5173220"
"交通部","臺北市","臺鐵局臺北站地下1樓機場捷運連通道西迴廊北側","100臺北市中正區黎明里北平西路3號","25.0470490","121.5173220"
"交通部","臺北市","臺鐵局臺北站地下1樓機場捷運連通道西迴廊南側","100臺北市中正區黎明里北平西路3號","25.0470490","121.5173220"
"交通部","臺北市","臺鐵局臺北站第3月台12車位置","100臺北市中正區黎明里北平西路3號","25.0470490","121.5173220"
"交通部","臺北市","臺鐵局臺北站第3月台4車位置K30柱旁","100臺北市中正區黎明里北平西路3號","25.0470490","121.5173220"
"交通部","臺北市","臺鐵局臺北站第3月台8車位置","100臺北市中正區黎明里北平西路3號","25.0470490","121.5173220"
"交通部","臺北市","臺鐵局臺北站第4月台2車位置","100臺北市中正區黎明里北平西路3號","25.0470490","121.5173220"
"交通部","臺北市","臺鐵局臺北站第4月台6車位置","100臺北市中正區黎明里北平西路3號","25.0470490","121.5173220"
"經濟部","臺北市","標準檢驗局檢驗大樓民眾洽公區","101臺北市中正區濟南路一段4號","25.0428960","121.5205050"
"財政部","臺北市","兆豐國際商銀大同分行","103臺北市大同區南京西路113號","25.0540072","121.5156126"
"財政部","臺北市","華南商業銀行建成分行","103臺北市大同區南京西路228號","25.0533898","121.5163464"
"財政部","臺北市","臺灣銀行延平分行","103臺北市大同區南京西路406號","25.0530953","121.5098164"
"財政部","臺北市","財政部關務署","103臺北市大同區塔城街13號","25.0512136","121.5106273"
"財政部","臺北市","臺灣中小企業銀行營業部","103臺北市大同區塔城街30號","25.0511770","121.5102590"
"衛生福利部","臺北市","國民健康署1樓大廳","103臺北市大同區塔城街36號","25.0516439","121.5103163"
"文化部","臺北市","國立臺灣博物館北門館廳舍演講廳","103臺北市大同區延平北路一段2號","25.0489140","121.5114450"
"文化部","臺北市","國立臺灣博物館北門館食堂多功能會議室","103臺北市大同區延平北路一段2號","25.0489140","121.5114450"
"勞動部","臺北市","勞動部職業訓練局一樓櫃台","103臺北市大同區延平北路二段83號","25.0562241","121.5120433"
"財政部","臺北市","華南商業銀行大稻埕分行","103臺北市大同區延平北路二段96號","25.0566630","121.5114650"
"財政部","臺北市","第一商業銀行建成分行","103臺北市大同區承德路一段40號","25.0512200","121.5168999"
"交通部","臺北市","台北大同郵局","103臺北市大同區承德路三段83號","25.0658588","121.5186145"
"財政部","臺北市","臺灣銀行民權分行","103臺北市大同區承德路二段239號2樓","25.0624719","121.5185890"
"金融監督管理委員會","臺北市","上海商銀承德分行","103臺北市大同區承德路二段77號","25.0559757","121.5184171"
"財政部","臺北市","財政部臺北國稅局大同稽徵所民眾服務區","103臺北市大同區昌吉街57號3樓-4","25.0660610","121.5151170"
"交通部","臺北市","台北台北橋郵局","103臺北市大同區民權西路246號","25.0627732","121.5127173"
"財政部","臺北市","兆豐國際商銀大稻程分行","103臺北市大同區西寧北路62-5號","25.0530810","121.5085040"
"交通部","臺北市","台北迪化街郵局","103臺北市大同區迪化街一段38號","25.0547890","121.5099860"
"財政部","臺北市","第一商業銀行大稻埕分行","103臺北市大同區迪化街一段63號","25.0557807","121.5101501"
"財政部","臺北市","華南商業銀行大同分行","103臺北市大同區重慶北路三段276號","25.0722370","121.5135660"
"交通部","臺北市","台北大龍峒郵局","103臺北市大同區重慶北路三段338號","25.0760600","121.5136689"
"財政部","臺北市","第一商業銀行(大同分行)","103臺北市大同區重慶北路三段56號","25.0655825","121.5134268"
"交通部","臺北市","台北圓環郵局","103臺北市大同區重慶北路二段15號","25.0546485","121.5144792"
"交通部","臺北市","台北保安郵局","103臺北市大同區重慶北路二段183號","25.0599141","121.5137663"
"交通部","臺北市","台北中山郵局","104臺北市中山區中山北路一段142號","25.0514825","121.5221150"
"財政部","臺北市","臺灣銀行中山分行","104臺北市中山區中山北路一段150號","25.0519042","121.5222668"
"衛生福利部","臺北市","中央健康保險署-臺北業務組興南大樓1樓投保單位服務中心","104臺北市中山區中山北路一段7號1樓","25.0484056","121.5212545"
"財政部","臺北市","華南商業銀行圓山分行","104臺北市中山區中山北路二段112號","25.0608750","121.5224870"
"財政部","臺北市","兆豐國際商銀圓山分行","104臺北市中山區中山北路二段133號","25.0616346","121.5231421"
"財政部","臺北市","兆豐國際商銀中山分行","104臺北市中山區中山北路二段15號","25.0528549","121.5229460"
"財政部","臺北市","臺灣土地銀行城東分行","104臺北市中山區中山北路二段46號-2","25.0554944","121.5224776"
"財政部","臺北市","第一商業銀行(中山分行)","104臺北市中山區中山北路二段61號","25.0561500","121.5229960"
"交通部","臺北市","台北雙連郵局","104臺北市中山區中山北路二段96號","25.0594178","121.5225276"
"國家發展委員會","臺北市","國家檔案及圖書閱覽中心","104臺北市中山區伊通街59巷10號","25.0511650","121.5356570"
"財政部","臺北市","華南商業銀行長安分行","104臺北市中山區八德路二段205號","25.0467120","121.5393640"
"經濟部","臺北市","中油公司台北市中山區中崙站","104臺北市中山區八德路二段214號","25.0463590","121.5396010"
"交通部","臺北市","台北大直郵局","104臺北市中山區北安路518巷14弄18、20號","25.0789920","121.5454440"
"交通部","臺北市","台北北安郵局","104臺北市中山區北安路630巷10號","25.0826554","121.5498429"
"金融監督管理委員會","臺北市","上海商銀中山分行","104臺北市中山區南京東路一段46號","25.0519526","121.5244071"
"財政部","臺北市","第一商業銀行城東分行","104臺北市中山區南京東路三段103號","25.0522520","121.5395420"
"財政部","臺北市","財政部臺北國稅局松山分局民眾服務區","104臺北市中山區南京東路三段131號4樓","25.0523880","121.5407293"
"財政部","臺北市","兆豐國際商銀台北復興分行","104臺北市中山區南京東路三段198號","25.0516234","121.5429086"
"財政部","臺北市","華南商業銀行南京東路分行","104臺北市中山區南京東路三段217號","25.0521290","121.5429130"
"財政部","臺北市","臺灣土地銀行南京東路分行","104臺北市中山區南京東路三段70號1樓","25.0517550","121.5389392"
"財政部","臺北市","第一商業銀行南京東路分行","104臺北市中山區南京東路二段125號","25.0523220","121.5344230"
"財政部","臺北市","華南商業銀行儲蓄分行","104臺北市中山區南京東路二段160號","25.0517300","121.5344540"
"法務部","臺北市","行政執行署臺北分署5樓等候區","104臺北市中山區南京東路二段1號","25.0523303","121.5279494"
